ID	Review	Sentiment
257931	 Baştan sona sizi güldüren, arada ince nüktelerle kadın ve aile ilişkileri üzerine mesajlar veren, Gülse Birsel ve yakışır, mükemmel bir film, çok beğendim, tekrar tekrar izlerim.	1
257931	 tek kelimeyle muhteşem oyunculuklarından senaryosuna kadar insanı gülmekten yerlere yatıran bir an olsun sıkmayan 5 saat olsa sıkılmadan izlenebilecek bir film helal olsun Gülse Birsel kalemine sağlık 10/10	1
257931	 Ekip sağlam ,kadro deneyimli .Komedi duygusallık aile dizisi ailelerin aile olarak kurulmasındaki temeli özünüze sorgulatacaktır kısaca filme bilet alırken pişman olmayacksnz.Gülmekten rimelleriz akablr yanınıza peçete şart......	1
257931	 harika bir filmdi çok güzel olmuş herkes Gül gül öldü çok başarılı helal olsun 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻	1
257931	 Film çok güzeldi. Gülse Birsel'e yakışır bir senaryo. Oyunculuk harika. Görmenizi tavsiye ederim paranız boşa gitmez	1
257931	 Gülmeye hasret kaldığımız şu günlerde ilaç gibi geldi gülse Birsel kalitesi kendini belli ediyor ve oyuncular...A dan O ye müthiş bir oyunculuk ...Herkesin emeğine sağlık..Gidin,görün,gülün...	1
257931	 Komedi filmi kirliliğinde harika bir film olmuş. Gülse Birsel ve hasret kalmıştık güldürürken Ailenin önemini aktaran bu güzel filmi tavsiye ediyorum.	1
257931	 SON ZAMANLARDA SEYRETMİŞ OLDUĞUM EN GÜZEL KOMEDİ FİLMİ. KESİNLİKLE TAVSİYE EDİLEBİLİNECEK BİR YAPIM. YAZARINDAN YAPIMCISINA, OYUNCULARINDAN TÜM EKİP ÇALIŞANLARINA AYRI AYRI TEŞEKKÜRLER. EMEĞİNİZE SAĞLIK....	1
257931	 Ailenizle beraber de izleyebileceğiniz komedi dozunun hat safhada olduğu komikliği oyunculukla sağlanarak küfrün minimum tutulduğu senaryosu gayet kaliteli ve finalinde güzel bir sinema filmi , iyi seyirler :)	1
257931	 Son Zamanlarda izlediğim en güzel komedi filmi salon gülmekten yıkıldı engin Günaydın Demet Evgar,Erdar Özyağcılar,Devrim yakut gülse Birsel süperler emeklerine Sağlık...	1
257931	 Film muhteşem İzleyin bayılacaksınız :) Engin günaydın oyunculuğu ile kendinizden geçeceksiniz Demet ev gar Harika pişman olmayacaksınız :)	1
257931	 Gayet kaliteli ve keyifle izlenen bir komedi olmuş. İki kez izledim, sinemada izledim. Daha ne diyeyim...	1
257931	 Son Yıllardır izlediğim en iyi tür komedi filmi diyebilirim, oyuncu kadrosu geniş ve başarılı . Gülmediğim anların çok az olduğu bir komedi filmi izlemeyi özlemiştim . Kesinlikle bir kez daha izleyebileceğim bir film .	1
257031	 Ne gülüyorsun ne ağlıyorsun ne aşkı çok fazla yaşıyorsun klişe bir konu bittiğinde ise bitti mi yani diyorsunuz son zamanlarda gittiğim kötü filmlerden	0
215099	 Ne gülüyorsun ne ağlıyorsun ne aşkı çok fazla yaşıyorsun klişe bir konu bittiğinde ise bitti mi yani diyorsunuz son zamanlarda gittiğim kötü filmlerden	0
215099	 ********AĞIR SPOILER İÇERİR****************** Normalde episode 1-2-3 o star sars dışı bırakırlar ama bence darth kader in oluşumunu ve görselliği açısından episode 4-5-6 ya bağlanabildi o filmler. Helesi rogue öne episode 4 öncesini güzel anlattı ve karanlık yapısı bence iyiydi. Ama bu bölüm 7 ve 8 star sars değil. Ha 9 bu çıksa izlemiyecem mi anlamına geliyor hayır eksik kalmamak ve bilim kurgu açısından izlerim ama bunlar star sars değil. disney aldığında çocuksulaşır mı diye korkmuştum daha kötüsü oldu saçma hale geldi. Normal bir star sars fanını bile danışman olarak alsalar o site lordunun o şekilde ölmesinin mantıksız olacağını anlar. Bu yönden bölüm 1 deki darth mal bu örnek vermek çok yerinde olur üstüne üstlük asıl 5-6 da imparatorun güçleri göz önüne alınırsa bu şekilde bir site lort olmaz ve ölmeyi bir şekilde yapalım demişler 9 da öldürmeyelim 8 de sürpriz yapalım demişler. kilo ren daha yeni yedi eğitiminde 3. günü olan kızı yenemiyor burada site lort ve leke bu yenme evrelerini görüyoruz. Görsel olarak leke yanılsama bile olsa film uçları gösteriyor. kızı yenemiyor bölüm 8 de kin onu yaralıyor eline dakika 1 kılıç aldığında. bunlar asıl konular ki mantık hatası olanları katmıyorum bile mesela gemide tek kalan kadın general onun orada kalmasına gerek yok ki uzaktan kumanda edilemiyor muymuş o teknolojinin içinde. Bunun gibi durumları hele hiç konuşmuyorum. Gördüğüm en iyi star sars diyen kişileri de anlamakta zorluk çekiyorum. bölüm 6 da imparator leke bu karanlık tarafa çekmek için filonun yok oluşunu gösteriyor burada ne bir his var ne başka bir şey. oyunculuk açısından gene de en beğendiğim rey. biraz daha oturaklı bir senaryoda 2. bir anki darth kader oluşturabilirlermiş rey i. en beğendiğim sahnelerden birisi imparator gard varın saldırısıydı. ya kapanışı iyi yapacaklar bölüm 9 da sonra kendi yeni evrenlerini yaratacaklar veya çok kötü olacak tamimiyle kapanacak sonra zorlama belki 1 bölüm çekilir başka bir kahraman yaratıp. Benim düşüncem bu aile işlerine girmeyip yeni evrenlerini direk yaratmalarıydı. Çünkü kötü adam olmamış kilo ergen birisini okulda kötü davrandılar da etrafa bunun hıncını çıkarıyor gibi. Yaptığı kötülüğün bir nedeni bile yok aslında kötü olacak seviyedeki rey çünkü ailesi onu içki karşılığı satmış. ama kilo güllük gülistanlık bir hayat sürmüş. Darth kader olurken Naki'n belirli bir alt yapıyla en sondan bir önce annesinin ölümü ve son durumda eşinin ölmesiyle tamamen kötü oldu. Burada kötü olmayı gerektirecek bir alt metin bile yok. Yani velhasıl kelam olmamış. ama 9 çıksa izler miyim eksik kalmamak için izlerim. Sadece neden bu olur.	0
215099	 Filmi mutlulukla bekliyorum ama maalesef de k.kendedy yüzünden endişeliyim malesef[spoiler][/spoiler]😢😢😢😂😂😂	0
215099	 Lucas film Ltd. İşi bırakınca rican johnson adındaki yönetmene filmi yaz yönet demişler keşke çekmeden önce bir defa eski bölümleri izleseydi en azından izleyen birisini falan alsaydı yanına oturtsaydı. Film çekmekten bu kadar anlamayan birine işi emanet ederseniz çocukluğundan beri hiçbir bölümünü kaçırmayanlar için film resmen fiyasko olur 1 Yıldız bile çok bu filme yazık olmuş güzelim seriyi maymun etmişler kahrolsun disney film	0
215099	 43 yaşındayım, her anlamda sıkı bir star sars takipçisiyim. Hayatımda gördüğüm en rezil star sars filmiydi. Yedi felsefesini ayaklar altına alan, leke sa'ı huysuz bir ihtiyar olarak gösteren, ucuz kahramanlıkların yapıldığı görsel effecti bol hikayesi olmayan bir gişe filmiydi. Yazıklar olsun. Bu filme 5 yıldız veren arkadaşlar gitsin marvel de falan seyretsin.	0
259198	 Ezgi mola’yı çok severim ama hiç yakıştıramadım☹️ Ben hayatımda bir sürü filme gittim ama böyle sıkıcı böyle basit bir film izlemedim ilk yarı hadi neyse dedim ama ikinci yarı daha da şiştim sabredemedim telefona gömüldüm evde dursam daha gÜzel zaman geçirirdim😤	0
259198	 Öncelikle Ezgi Molanın filmine gittiğim için çok güleceğimi düşünerek hazırlıklı gitmiştim, fakat hiç beklediğim gibi çıkmadı, esprilerin bazısı çok abartı bazısı da gereksizdi, abartıların komik olması gibi bir durum aşılanmaya çalışılmış , konu olarak çok dar olduğunu da söylemeden geçmek istemiyorum . Umarım gitmek zorunda kalmazsınız	0
259198	 Seviyesiz beş para etmez bir film yorumları okumadan filme gittim Haram zıkkım olsun verdiğim paraya ve zamana aile arasına gidin	0
259198	 Bende ezgi mola ki başarılı bulanlardanım ve büyük bir heves ile gitmiştik ama maalesef sanki komedi denil normal bir bir filme girmiş gibi gülmeden izledik.13 taş üstündeki ergenlik dönemlerindeki vaziyetleri ortaya dökmeye gerek yoktu. Arayı bekleyip bidahada girmedik. Tam bir hüsranlık Boşuna çekimler için para harcanmış .	0
259198	 gerçekten kötü bir filmdi hiç beğenmedim ailece izlenecek yada çocuklarla izlenecek bir film değil Keşke gitmeseydim dedim.	0
259198	 izlediğim en kötü filmler listesine bir yenisi daha eklendi kötü bir filmdi paranız boşa gitmesin tavsiyem gitmeyin	0
259198	 Kesinlikle son zamanlarda gittiğim en kötü elimiydi tavsiye etmiyorum paranıza yazık bir emek vermişler ama yazık olmuş zamana yazık eti mola için gitmiştim ama gerçekten gerek yokmuş	0
259198	 Dünyayı KURTARAN ADAM bile bundan güzeldi: yani dünyanın en kötü filimin den bile kötüydü nasıl böyle bir video çekimini milletimizin önüne film diye getiriyorlar hayret sakı ailenizle izlemeye gitmeyin	0
249882	 o kadar çok film izledim ki sorsanız 3-5 tane film sayabilirim . Bu film kesinlikle o filmlerden biri . Gerçekten muhteşem bir film, oscar adayı olması çok isabet olmuş. Her saniyesinden ayrı keyif aldım. Sonunda da herkes burnunu çekerek çıktı. ağlamayan sayısı çok azdı. Oyunculuk ve hikayenin işlenmesi harika olmuş, Türklerden beklenmeyen bir kalite. Efekt, müzik sahneler vs. hepsi şahaneydi. Bu filmi izlemeyen çok şey kaçırıyor.	1
249882	 bazı arkadaşlar elestri yapmak için yapmış yada sinema hakkında pek bir bilgisi yok, gayet basarili film, sinema çekimleri olsun,savas sahnelerinin pek uzatılmaması asil olaya önem verilmesi , ve ağlamamız gereken yerde ağladık içi boş sadece ağlatmalık bir film değil oscar filmleri kadar iyi ❇ Biz gayet doğal ve mükemmel bulduk sadece filmin emeği bile 3 yıldızı hak eder	1
249882	 Film . Kore Savaşı ' onda yaşanan gerçek bir hikayeyi anlatıyor. Görüntü kalitesi, ses kalitesi, oyunculuk ve hikaye tek kelimeyle mükemmel. Utanmasam salonda hıçkırarak ağlardım. Şöyle söylemeliyim ki bu duyguyu en son Babam ve Oğlum ' da hissetmiştim. Duyguyu o kadar iyi yansıtmışlar ki ayakta alkışlamak istiyorsunuz ve her şeyin gerçekten bir zaman diliminde yaşanmış olması sizi öyle etkiliyor ki anlatamam. Film de Çetin Tekindir bu görmek insana bu film iyidir dedirtiyor resmen. Sanki varlığı aile içindeki baba gibi.. Ali Atay in sahnelerdeki ince esprileri de tam yerinde olmuş ve o kadar yakışmış ki role.. İsmail hacı oğlu nün ve Ayla nen verdiği duygu yoğunluğunu anlatmak sanırım imkansız. Bu filmle Türkiye olarak gurur duydum. Umarım hak ettiği değeri görür.	1
249882	 Son dönemde izlediğim saçma sapan Türk filmleri içerisinde en güzeli ayla idi gerçekten seyredilmesi gereken bir film olmuş	1
249882	 Hayatımda izlediğim tartışmasız en iyi film mutlaka izleyin. Her sahnede anlam dolu bir başyapıt olmuş.	1
249882	 Muhteşem o kadar akıcı nasıl bittiğini anlamayacaksınız mutlaka izleyin ve izlettirin not mendilsizde gitmeyin	1
249882	 Çok uzun süredir izlediğim en iyi yerli film. Oyuncuları, müziği, çekimleri. Hiç sıkmadan ve abartmadan hikaye seni götürüyor. Gönül rahatlığı ile gözyaşı döktük ama film hak etti!	1
249882	 belgesel tarzında dramatik etkileyici bir filmdi kesinlikle izlemenizi tavsiye ediyorum. tür filmlerinde en başarılı benim gözümde şuan ayla var	1
249882	 ''Ben Türk filmi izlemiyorum, bizimkiler hiç kaliteli film yapamıyor'' ön yargısı ile kendi yapımlarımıza destek vermeyen embesil kitleye AYLA filmi kapak olsun. Muazzam bir kadro, gerçek bir hikaye, oyunculuklar tadından yenmiyor. İsmail Hacıoglu, Ali Atay, Çetin Tekindir daha başrolda böyle kaliteli oyuncularımız var. Bide ülkemizin Oscar adayı :) bu filme kendimiz destek vermeyeceksek kim verecek? Oscar yolunda tüm ekibe başarılar diliyorum. Emeklerinize sağlık.	1
249882	 Yerli yabancı birçok filmi takip eden biri olarak kesinlikle tavsiye ediyorum baştan sona sıkılmadan, duygu yoğunluğu içerisinde izlemeye doyamayacağınız bir hikaye .Kadro zaten muazzam elinize emeğinize sağlık final de muhteşem olmuş gurur duydum.	1
249882	 Türk sinemasının en üst seviye filmi oyunculuk , sahneler, renkler muhteşemdi. Ayla Süleyman ve Ali oyunculuklarıyla yıktı geçti tek kelimeyle, bu filmi izlememek resmen aptallık olur. Sadece bir kaç sahne için daha fazla beklentim vardı Spoiler vermek istemiyorum aması Ali var ya çok ağlatırdı biraz daha gösterselerdi 2.si son sahnede Süleyman'da Ayla 1950 deki haliyle sarılsalardı salonda bayılanlar olurdu ağlamaktan (benim fikrim tabi ki]	1
249882	 Muhteşemdi tek kelimeyle ancak bu kadar iyi olabilirdi bir film. Mutlaka herkes tarafından en az 1 kere izlenmeli	1
249882	 İzlemeyen çok şey kaybeder.40 yaşındayım şu zamana kadar izlediğim en iyi filmlerden biri kesinlikle muhteşem	1
249882	 Tek kelimeyle MUHTEŞEM bir filmdi... genelde hep yabancıların sinemasına giderdim, bu film hayatım da gittiğim 2. Türk filmi ve gerçekten bizimkilerin Türk filmlerine karşı ön yargımı değiştirebilecek tek filmdi...	1
249882	 mükemmel bir filmdi hem teknik anlamda çok güzel çekilmiş hemde senaryosu mükemmel. kesinlikle abartmışlar demeyin hemen hemen her sahnesinin fotoğrafları ve videoları var filmin sonunda göreceksiniz	1
249882	 Böyle kaliteli böylesine duygulu böylesine gerçek böylesine sevgi böylesine bir ülke böylesine asker.. Bu film için emeği geçen herkese çoook teşekkür ederiz. Bizlere bu güzel hikayeyi öğrettiniz. Bilmiyordum bu hikayeyi ve ben hayatımda uzun süreden sonra ilk defa bir filme aşık oldum AYLA	1
249882	 Bir filme gitmeden önce mutlaka buradaki eleştirileri okurum. İlk kez yorum yazıyorum o da Ali Atay in hatırına. Kimse yazmamış ben yazayım dedim filmin oyunculuk anlamında tartışmasız en iyisi Ali Atay de O deli dolu ama babacan subayı o kadar iyi canlandırmış ki kendisine bir kez daha hayran oldum. Filme zaten diyecek söz yok gidip izleyin. Umuyorum oscar da alır bence hak ediyor 👏	1
249882	 Türk sineması iğrençtir, film yapmayı bilmiyor diyen ve yabancı sinemaya hayran arkadaşlar AYLA gibi muazzam bir filme bakıp ondan sonra karar verseler iyi olacak o yabancı sinemadaki birçok filmden de çok daha güzel bunu da hatırlatalım bazı kimseler ise tutup 1-2 yıldız vermişler. Artık ne diyeyim bilemiyorum. Duygudan mahrumlar anlaşılan. AYLA şüphesiz Türk sinemasının en iyi örneklerinden biri ve yabancı dilde oscar ödülünü adaylıktan da daha ileri, kazanmayı hakkediyor Benim bu filme diyeceğim bir şey yok. KUSURSUZ BİR FİLM. MUTLAKA İZLEYİN!	1
249882	 Yorumları okudum ve filme gitmeden önce bir paket peçete çantama attım. Sadece ağlayacağımı sanıyordum. Film ağlatmakla kalmıyor çıktığınız anda hatta eve dönerken bile etkisinde bırakıyor keşke bütün sözler böyle tutulsa ve kimse boşa beklememiş olsa Türk insanı ve Türk askeriyle bir kez daha gurur duyacağımız bir baş yapıt olmuş.	1
249882	 Mutlaka izleyin, izlettirin. Türk milletinin bize unutturulan insani duygularımızı yeniden kazandırın.	1
249882	 o kadar çok film izledim ki sorsanız 3-5 tane film sayabilirim . Bu film kesinlikle o filmlerden biri . Gerçekten muhteşem bir film, oscar adayı olması çok isabet olmuş. Her saniyesinden ayrı keyif aldım. Sonunda da herkes burnunu çekerek çıktı. ağlamayan sayısı çok azdı. Oyunculuk ve hikayenin işlenmesi harika olmuş, Türklerden beklenmeyen bir kalite. Efekt, müzik sahneler vs. hepsi şahaneydi. Bu filmi izlemeyen çok şey kaçırıyor.	1
249882	 bazı arkadaşlar elestri yapmak için yapmış yada sinema hakkında pek bir bilgisi yok, gayet basarili film, sinema çekimleri olsun,savas sahnelerinin pek uzatılmaması asil olaya önem verilmesi , ve ağlamamız gereken yerde ağladık içi boş sadece ağlatmalık bir film değil oscar filmleri kadar iyi ❇ Biz gayet doğal ve mükemmel bulduk sadece filmin emeği bile 3 yıldızı hak eder	1
249882	 Film . Kore Savaşı ' onda yaşanan gerçek bir hikayeyi anlatıyor. Görüntü kalitesi, ses kalitesi, oyunculuk ve hikaye tek kelimeyle mükemmel. Utanmasam salonda hıçkırarak ağlardım. Şöyle söylemeliyim ki bu duyguyu en son Babam ve Oğlum ' da hissetmiştim. Duyguyu o kadar iyi yansıtmışlar ki ayakta alkışlamak istiyorsunuz ve her şeyin gerçekten bir zaman diliminde yaşanmış olması sizi öyle etkiliyor ki anlatamam. Film de Çetin Tekindir bu görmek insana bu film iyidir dedirtiyor resmen. Sanki varlığı aile içindeki baba gibi.. Ali Atay in sahnelerdeki ince esprileri de tam yerinde olmuş ve o kadar yakışmış ki role.. İsmail hacı oğlu nün ve Ayla nen verdiği duygu yoğunluğunu anlatmak sanırım imkansız. Bu filmle Türkiye olarak gurur duydum. Umarım hak ettiği değeri görür.	1
249882	 Son dönemde izlediğim saçma sapan Türk filmleri içerisinde en güzeli ayla idi gerçekten seyredilmesi gereken bir film olmuş	1
249882	 Hayatımda izlediğim tartışmasız en iyi film mutlaka izleyin. Her sahnede anlam dolu bir başyapıt olmuş.	1
249882	 Muhteşem o kadar akıcı nasıl bittiğini anlamayacaksınız mutlaka izleyin ve izlettirin not mendilsizde gitmeyin	1
249882	 Çok uzun süredir izlediğim en iyi yerli film. Oyuncuları, müziği, çekimleri. Hiç sıkmadan ve abartmadan hikaye seni götürüyor. Gönül rahatlığı ile gözyaşı döktük ama film hak etti!	1
249882	 belgesel tarzında dramatik etkileyici bir filmdi kesinlikle izlemenizi tavsiye ediyorum. tür filmlerinde en başarılı benim gözümde şuan ayla var	1
249882	 ''Ben Türk filmi izlemiyorum, bizimkiler hiç kaliteli film yapamıyor'' ön yargısı ile kendi yapımlarımıza destek vermeyen embesil kitleye AYLA filmi kapak olsun. Muazzam bir kadro, gerçek bir hikaye, oyunculuklar tadından yenmiyor. İsmail Hacıoglu, Ali Atay, Çetin Tekindir daha başrolda böyle kaliteli oyuncularımız var. Bide ülkemizin Oscar adayı :) bu filme kendimiz destek vermeyeceksek kim verecek? Oscar yolunda tüm ekibe başarılar diliyorum. Emeklerinize sağlık.	1
249882	 Yerli yabancı birçok filmi takip eden biri olarak kesinlikle tavsiye ediyorum baştan sona sıkılmadan, duygu yoğunluğu içerisinde izlemeye doyamayacağınız bir hikaye .Kadro zaten muazzam elinize emeğinize sağlık final de muhteşem olmuş gurur duydum.	1
249882	 Türk sinemasının en üst seviye filmi oyunculuk , sahneler, renkler muhteşemdi. Ayla Süleyman ve Ali oyunculuklarıyla yıktı geçti tek kelimeyle, bu filmi izlememek resmen aptallık olur. Sadece bir kaç sahne için daha fazla beklentim vardı Spoiler vermek istemiyorum aması Ali var ya çok ağlatırdı biraz daha gösterselerdi 2.si son sahnede Süleyman'da Ayla 1950 deki haliyle sarılsalardı salonda bayılanlar olurdu ağlamaktan (benim fikrim tabi ki]	1
249882	 Muhteşemdi tek kelimeyle ancak bu kadar iyi olabilirdi bir film. Mutlaka herkes tarafından en az 1 kere izlenmeli	1
249882	 İzlemeyen çok şey kaybeder.40 yaşındayım şu zamana kadar izlediğim en iyi filmlerden biri kesinlikle muhteşem	1
249882	 Tek kelimeyle MUHTEŞEM bir filmdi... genelde hep yabancıların sinemasına giderdim, bu film hayatım da gittiğim 2. Türk filmi ve gerçekten bizimkilerin Türk filmlerine karşı ön yargımı değiştirebilecek tek filmdi...	1
249882	 mükemmel bir filmdi hem teknik anlamda çok güzel çekilmiş hemde senaryosu mükemmel. kesinlikle abartmışlar demeyin hemen hemen her sahnesinin fotoğrafları ve videoları var filmin sonunda göreceksiniz	1
249882	 Böyle kaliteli böylesine duygulu böylesine gerçek böylesine sevgi böylesine bir ülke böylesine asker.. Bu film için emeği geçen herkese çoook teşekkür ederiz. Bizlere bu güzel hikayeyi öğrettiniz. Bilmiyordum bu hikayeyi ve ben hayatımda uzun süreden sonra ilk defa bir filme aşık oldum AYLA	1
249882	 Bir filme gitmeden önce mutlaka buradaki eleştirileri okurum. İlk kez yorum yazıyorum o da Ali Atay in hatırına. Kimse yazmamış ben yazayım dedim filmin oyunculuk anlamında tartışmasız en iyisi Ali Atay de O deli dolu ama babacan subayı o kadar iyi canlandırmış ki kendisine bir kez daha hayran oldum. Filme zaten diyecek söz yok gidip izleyin. Umuyorum oscar da alır bence hak ediyor 👏	1
249882	 Türk sineması iğrençtir, film yapmayı bilmiyor diyen ve yabancı sinemaya hayran arkadaşlar AYLA gibi muazzam bir filme bakıp ondan sonra karar verseler iyi olacak o yabancı sinemadaki birçok filmden de çok daha güzel bunu da hatırlatalım bazı kimseler ise tutup 1-2 yıldız vermişler. Artık ne diyeyim bilemiyorum. Duygudan mahrumlar anlaşılan. AYLA şüphesiz Türk sinemasının en iyi örneklerinden biri ve yabancı dilde oscar ödülünü adaylıktan da daha ileri, kazanmayı hakkediyor Benim bu filme diyeceğim bir şey yok. KUSURSUZ BİR FİLM. MUTLAKA İZLEYİN!	1
249882	 Yorumları okudum ve filme gitmeden önce bir paket peçete çantama attım. Sadece ağlayacağımı sanıyordum. Film ağlatmakla kalmıyor çıktığınız anda hatta eve dönerken bile etkisinde bırakıyor keşke bütün sözler böyle tutulsa ve kimse boşa beklememiş olsa Türk insanı ve Türk askeriyle bir kez daha gurur duyacağımız bir baş yapıt olmuş.	1
249882	 Mutlaka izleyin, izlettirin. Türk milletinin bize unutturulan insani duygularımızı yeniden kazandırın.	1
